manzent,predios_estrategicos,num_predios_estrategicos,tipo_control,num_combis_consideradas,num_combis_disponibles,num_predios_considerados,num_predios_disponibles
13101011001006,"[131010001600093, 131010001600094]",2,sin_control,1,1,2,2
13101011002003,"[131010020100004, 131010020100005]",2,sin_control,1,1,2,2
13101011005003,"[131010015100111, 131010015100112]",2,sin_control,1,1,2,2
13101021001006,[131010027700002],1,con_control,1,1,1,1
13101021001009,"[131010025300017, 131010025300018]",2,sin_control,1,1,2,2
13101021001014,"[131010023300052, 131010023300053]",2,sin_control,1,1,2,2
13101021003001,"[131010021200005, 131010021200014]",2,sin_control,1,1,2,2
13101021003002,"[131010018800109, 131010018800110]",2,sin_control,1,1,2,2
13101031002004,"[131010023600027, 131010023600028, 131010023600029, 131010023600030]",4,sin_control,1,1,4,4
13101031004002,"[131010016400003, 131010016400004]",2,sin_control,1,1,2,2
13101031007002,"[131010005300012, 131010005300013, 131010005300027, 131010005300028]",4,sin_control,1,1,4,4
13101031007005,[131010004600040],1,con_control,1,1,1,1
13101031007006,"[131010004200049, 131010004200050]",2,sin_control,1,1,2,2
13101041001004,[131340029000025],1,sin_control,14,14,8,8
13101041002006,"[131340042000023, 131340042000024, 131340042000025]",3,sin_control,3,3,5,5
13101041003001,[131010019700026],1,sin_control,8,8,10,10
13101041003003,[131010014500044],1,sin_control,16,16,8,8
13101041004004,[131010016800017],1,con_control,1,1,1,1
13101041004005,[131010014200104],1,con_control,3,3,3,3
13101041005003,"[131010009100011, 131010009100012]",2,sin_control,1,1,2,2
13101041005007,[131010006700024],1,sin_control,5,5,6,6
13101041005011,[131010006200016],1,sin_control,6,6,7,7
13101041005012,"[131010006400008, 131010006400009, 131010006400010]",3,sin_control,3,3,5,5
13101051001002,"[131340044000003, 131340044000004, 131340044000021]",3,sin_control,2,2,4,4
13101051001004,[131340043500005],1,sin_control,7,7,4,4
13101051001006,"[131340046800022, 131340046800023, 131340046800024]",3,sin_control,6,6,8,8
13101051002006,"[131340041300018, 131340041300019, 131340041300020]",3,sin_control,1,1,3,3
13101051002015,[131340044800002],1,sin_control,5,5,3,3
13101051002017,"[131340044700002, 131340044700003]",2,sin_control,2,2,4,4
13101051002018,"[131340044400032, 131340044400033, 131340044400034, 131340044400035]",4,sin_control,3,3,6,6
13101051002019,[131340044300011],1,sin_control,14,14,13,13
13101051002022,"[131340047500017, 131340047500018, 131340047500019]",3,sin_control,7,7,11,11
13101051002024,[131340047800018],1,sin_control,18,18,11,11
13101051003009,"[131340040900026, 131340040900027, 131340040900028, 131340040900029]",4,sin_control,5,5,7,7
13101071001012,[131340007600010],1,con_control,3,3,3,3
13101071001013,"[131340007800009, 131340007800010]",2,sin_control,2,2,3,3
13101071001014,"[131340008800010, 131340008800016, 131340008800017, 131340008800019]",4,sin_control,4,4,8,8
13101071001015,"[131340008700005, 131340008700006]",2,sin_control,1,1,2,2
13101071002003,[131340011500027],1,sin_control,24,24,11,11
13101071002012,"[131340014800008, 131340014800009]",2,sin_control,4,4,9,9
13101071002014,"[131340017700007, 131340017700008]",2,sin_control,1,1,2,2
13101071002017,[131340017200008],1,sin_control,4,4,4,4
13101071002020,"[131340020800021, 131340020800024, 131340020800025, 131340020800026, 131340020800028]",5,sin_control,3,3,11,11
13101071003002,[131340020200043],1,con_control,3,3,4,4
13101081002009,"[131340016700004, 131340016700013, 131340016700014, 131340016700015, 131340016700016, 131340016700017]",6,sin_control,2,2,7,7
13101081002010,[131340016800007],1,sin_control,5,5,3,3
13101081002011,"[131340016900005, 131340016900006]",2,sin_control,2,2,3,3
13101081002012,[131340017000012],1,sin_control,7,7,11,11
13101081002013,"[131340017100002, 131340017100003, 131340017100004]",3,sin_control,1,1,3,3
13101081002014,"[131340020100038, 131340020100041, 131340020100042, 131340020100043]",4,sin_control,4,4,8,8
13101081002016,"[131340019900034, 131340019900035, 131340019900036, 131340019900037]",4,sin_control,4,4,7,7
13101081004005,[131340011100016],1,sin_control,8,8,10,10
13101081004008,[131340010800034],1,con_control,2,2,2,2
13101091002003,"[131010026400008, 131010026400009]",2,sin_control,1,1,2,2
13101091002007,[131010024400050],1,sin_control,5,5,4,4
13101091003001,[131340019500041],1,con_control,3,3,3,3
13101091004006,"[131340009900016, 131340009900017]",2,sin_control,5,5,7,7
13101091004019,"[131340016000001, 131340016000002]",2,sin_control,3,3,5,5
13101101002001,"[131010034700042, 131010034700043]",2,sin_control,2,2,4,4
13101101004001,"[131010042400011, 131010042400012, 131010042400022]",3,sin_control,1,1,3,3
13101101007002,[131010058000020],1,con_control,10,10,9,9
13101101010001,"[131010067500001, 131010067500032, 131010067500033]",3,sin_control,1,1,3,3
13101101010003,"[131010067200035, 131010067200036, 131010067200037]",3,sin_control,3,3,11,11
13101111007001,"[131010059300025, 131010059300026, 131010059300029, 131010059300030, 131010059300031, 131010059300032]",6,sin_control,2,2,8,8
13101111008001,"[131010062600015, 131010062600016]",2,sin_control,6,6,6,6
13101111008003,"[131010069200004, 131010069200005]",2,sin_control,1,1,2,2
13101111009002,[131010069000013],1,con_control,3,3,3,3
13101111009003,[131010068800005],1,sin_control,25,25,16,16
13101111009004,[131010068500004],1,sin_control,8,8,9,9
13101111009005,"[131010068600013, 131010068600014, 131010068600015, 131010068600016]",4,sin_control,2,2,5,5
13101111011001,"[131010058900017, 131010058900033]",2,sin_control,1,1,2,2
13101111011002,[131010061900007],1,sin_control,16,16,10,10
13101111012002,[131010046000008],1,con_control,3,3,3,3
13101111012004,"[131010046300001, 131010046300002, 131010046300026]",3,sin_control,1,1,3,3
13101111012005,"[131010046300073, 131010046300075]",2,sin_control,2,2,4,4
13101111015001,"[131010042500012, 131010042500013]",2,sin_control,1,1,2,2
13101111016001,"[131010045700007, 131010045700008, 131010045700009, 131010045700026]",4,sin_control,3,3,6,6
13101111018001,[131010058700022],1,sin_control,6,6,4,4
13101111018002,"[131010061700035, 131010061700036, 131010061700037, 131010061700054]",4,sin_control,1,1,4,4
13101111019003,"[131010068200003, 131010068200004]",2,sin_control,1,1,2,2
13101111019005,[131010067600002],1,sin_control,4,4,5,5
13101111019006,"[131010067700011, 131010067700012]",2,sin_control,6,6,10,10
13101121001004,[131010033700047],1,con_control,1,1,1,1
13101121001005,"[131010033500007, 131010033500008, 131010033500009]",3,sin_control,1,1,3,3
13101121001011,[131010037300024],1,sin_control,2,2,2,2
13101121002003,"[131010043400081, 131010043400082]",2,sin_control,1,1,2,2
13101121002005,"[131010047800004, 131010047800005]",2,sin_control,1,1,2,2
13101121004007,"[131010070400009, 131010070400010]",2,sin_control,2,2,5,5
13101121005005,[131010069900004],1,sin_control,21,21,14,14
13101121006001,"[131010052900021, 131010052900023, 131010052900024]",3,sin_control,1,1,3,3
13101121006002,"[131010059700012, 131010059700013]",2,sin_control,2,2,3,3
13101121007003,[131010052600008],1,sin_control,5,5,7,7
13101121008001,"[131010047200004, 131010047200005]",2,sin_control,1,1,2,2
13101131003001,"[131010048800005, 131010048800006]",2,sin_control,1,1,2,2
13101131007003,"[131010044500015, 131010044500016]",2,sin_control,1,1,2,2
13101131007004,"[131010044800015, 131010044800016]",2,sin_control,2,2,4,4
13101131007006,"[131010049600006, 131010049600007, 131010049600008]",3,sin_control,2,2,4,4
13101131007008,[131010049400011],1,sin_control,3,3,6,6
13101131007009,[131010049800001],1,con_control,2,2,2,2
13101131007011,[131010054500016],1,con_control,2,2,2,2
13101131009003,"[131010049200004, 131010049200005, 131010049200006]",3,sin_control,2,2,5,5
13101141001002,[131350279200018],1,sin_control,5,5,9,9
13101141001003,"[131350278800005, 131350278800006]",2,sin_control,6,6,8,8
13101141001004,"[131350278600046, 131350278600047]",2,sin_control,1,1,2,2
13101141001005,[131350278400026],1,sin_control,7,7,18,18
13101141001006,"[131350278200019, 131350278200020, 131350278200021, 131350278200022, 131350278200023, 131350278200024]",6,sin_control,2,2,7,7
13101141001007,"[131350278300006, 131350278300007]",2,sin_control,6,6,13,13
13101141001008,[131350278700008],1,sin_control,7,7,11,11
13101141001009,[131350278700038],1,sin_control,14,14,6,6
13101141001010,[131350279000010],1,con_control,11,11,9,9
13101141001011,"[131350279300023, 131350279300024, 131350279300025, 131350279300026, 131350279300027]",5,sin_control,1,1,5,5
13101141001012,[131350278900025],1,sin_control,4,4,4,4
13101141001014,"[131350285800010, 131350285800011, 131350285800028, 131350285800035]",4,sin_control,2,2,10,10
13101141001015,[131350285700028],1,sin_control,14,14,16,16
13101141001016,[131350285000007],1,sin_control,28,28,26,26
13101141001017,"[131350284700024, 131350284700025, 131350284700026, 131350284700027]",4,sin_control,4,4,9,9
13101141001018,"[131350284900005, 131350284900006, 131350284900007]",3,sin_control,5,5,10,10
13101141001019,"[131350285100006, 131350285100007, 131350285100008]",3,sin_control,4,4,9,9
13101141001022,"[131350285600003, 131350285600005, 131350285600006, 131350285600007, 131350285600008, 131350285600014]",6,sin_control,2,2,8,8
13101141001023,[131350285900023],1,sin_control,4,4,6,6
13101141001024,"[131350286100003, 131350286100004]",2,sin_control,1,1,2,2
13101141002001,[131350277900007],1,sin_control,11,11,18,18
13101141002006,[131350277500008],1,con_control,4,4,4,4
13101141002007,"[131350277800005, 131350277800006]",2,sin_control,4,4,7,7
13101141002008,[131350278000009],1,sin_control,30,30,18,18
13101141002013,"[131350283900016, 131350283900017, 131350283900018, 131350283900034, 131350283900035]",5,sin_control,1,1,5,5
13101141002014,"[131350284000006, 131350284000007]",2,sin_control,1,1,2,2
13101141002015,[131350284500019],1,sin_control,20,20,17,17
13101141003001,[131350283500037],1,sin_control,22,22,11,11
13101141003002,"[131350283300005, 131350283300021]",2,sin_control,5,5,8,8
13101141003003,[131350283600013],1,sin_control,7,7,11,11
13101141003005,"[131350283200001, 131350283200012, 131350283200013]",3,sin_control,2,2,7,7
13101141003006,"[131350283400001, 131350283400003, 131350283400013]",3,sin_control,2,2,4,4
13101141003008,"[131350283800009, 131350283800010, 131350283800011]",3,sin_control,1,1,3,3
13101151001003,"[131350280100071, 131350280100072, 131350280100073]",3,sin_control,1,1,3,3
13101151001005,"[131350279900006, 131350279900007]",2,sin_control,2,2,3,3
13101151001006,[131350279500020],1,sin_control,11,11,9,9
13101151001007,[131350279600102],1,sin_control,8,8,10,10
13101151001008,[131350280000033],1,sin_control,11,11,15,15
13101151001009,[131350280200006],1,sin_control,12,12,9,9
13101151001010,[131350280400003],1,sin_control,4,4,5,5
13101151001011,"[131350280600008, 131350280600009]",2,sin_control,2,2,8,8
13101151001013,[131350287100006],1,sin_control,6,6,11,11
13101151001014,"[131350286900011, 131350286900012, 131350286900013, 131350286900014, 131350286900015]",5,sin_control,1,1,5,5
13101151001015,[131350286600026],1,sin_control,5,5,7,7
13101151001016,"[131350286400015, 131350286400016, 131350286400017, 131350286400018, 131350286400019, 131350286400020, 131350286400021, 131350286400022, 131350286400023, 131350286400024, 131350286400025]",11,sin_control,1,1,11,11
13101151001017,"[131350286500004, 131350286500005]",2,sin_control,5,5,14,14
13101151001018,"[131350286700009, 131350286700010]",2,sin_control,3,3,7,7
13101151001019,[131350286800009],1,sin_control,8,8,9,9
13101151001020,[131350287000007],1,sin_control,9,9,10,10
13101151001021,[131350287200019],1,con_control,2,2,2,2
13101151002003,"[131350282000016, 131350282000017, 131350282000018, 131350282000019, 131350282000020, 131350282000021]",6,sin_control,3,3,9,9
13101151002004,"[131350281900007, 131350281900008, 131350281900009, 131350281900010, 131350281900011, 131350281900013]",6,sin_control,1,1,6,6
13101151002005,[131350282100028],1,sin_control,5,5,5,5
13101151002006,"[131350289100009, 131350289100010]",2,sin_control,1,1,2,2
13101151002007,[131350288800003],1,con_control,3,3,4,4
13101151002008,"[131350288900091, 131350288900092]",2,sin_control,4,4,8,8
13101151003002,"[131350281800005, 131350281800006]",2,sin_control,3,3,5,5
13101151003006,[131350281300005],1,sin_control,26,26,17,17
13101151003009,[131350281700020],1,sin_control,24,24,14,14
13101151003010,"[131350288600030, 131350288600031]",2,sin_control,6,6,14,14
13101151003011,"[131350288400022, 131350288400023, 131350288400024]",3,sin_control,4,4,7,7
13101151003014,"[131350288500006, 131350288500007, 131350288500009]",3,sin_control,4,4,8,8
13101151003015,"[131350288700006, 131350288700007]",2,sin_control,2,2,6,6
13101151004003,"[131350280800002, 131350280800003]",2,sin_control,4,4,7,7
13101151004010,"[131350287700108, 131350287700109, 131350287700110, 131350287700111]",4,sin_control,1,1,4,4
13101161001002,"[131350300300012, 131350300300024]",2,sin_control,2,2,3,3
13101161001003,"[131350300200060, 131350300200061, 131350300200062, 131350300200063, 131350300200064, 131350300200067]",6,sin_control,1,1,6,6
13101161001004,"[131350303200018, 131350303200019, 131350303200020, 131350303200038, 131350303200039, 131350303200040]",6,sin_control,2,2,7,7
13101161002001,"[131350304100006, 131350304100030]",2,sin_control,7,7,21,21
13101161002002,"[131350304000011, 131350304000012]",2,sin_control,3,3,8,8
13101161002003,"[131350303800026, 131350303800027]",2,sin_control,2,2,3,3
13101161002004,[131350309200022],1,sin_control,5,5,12,12
13101161002005,[131350309300005],1,sin_control,19,19,19,19
13101161002007,"[131350312900002, 131350312900003, 131350312900004, 131350312900005]",4,sin_control,4,4,15,15
13101161002008,[131350313000020],1,sin_control,7,7,12,12
13101161002009,[131350313100021],1,sin_control,27,27,18,18
13101161002010,[131350313200022],1,sin_control,13,13,23,23
13101161002011,[131350313300003],1,sin_control,24,24,26,26
13101161002012,"[131350313400004, 131350313400005]",2,sin_control,12,12,14,14
13101161002013,"[131350316500005, 131350316500015]",2,sin_control,6,6,11,11
13101161002014,[131350316400005],1,con_control,7,7,9,9
13101161002015,"[131350316300010, 131350316300011]",2,sin_control,6,6,19,19
13101161002016,[131350316200016],1,con_control,14,14,12,12
13101161002017,[131350316100016],1,sin_control,13,13,14,14
13101161002018,[131350316000006],1,sin_control,24,24,15,15
13101161002019,[131350339400005],1,sin_control,10,10,19,19
13101161002020,[131350339800011],1,sin_control,22,22,14,14
13101161002021,[131350340200013],1,sin_control,44,44,29,29
13101161002022,[131350340600034],1,sin_control,28,28,23,23
13101161002023,[131350341000034],1,sin_control,7,7,10,10
13101161002024,[131350341400028],1,sin_control,26,26,23,23
13101161002025,"[131350341800008, 131350341800009, 131350341800010, 131350341800011]",4,sin_control,2,2,5,5
13101161002026,"[131350342000001, 131350342000002, 131350342000013, 131350342000014, 131350342000015]",5,sin_control,1,1,5,5
13101161002027,"[131350341600003, 131350341600004, 131350341600005]",3,sin_control,6,6,13,13
13101161002028,[131350341200006],1,sin_control,14,14,14,14
13101161002029,"[131350340800016, 131350340800017, 131350340800018]",3,sin_control,4,4,11,11
13101161002030,[131350340400007],1,con_control,8,8,12,12
13101161002031,"[131350340000021, 131350340000022, 131350340000023]",3,sin_control,3,3,5,5
13101161002032,[131350339700013],1,sin_control,12,12,21,21
13101161002033,"[131350340100023, 131350340100024, 131350340100025, 131350340100026]",4,sin_control,3,3,6,6
13101161002034,[131350340500008],1,sin_control,6,6,12,12
13101161002035,"[131350340900002, 131350340900003, 131350340900004, 131350340900005, 131350340900006]",5,sin_control,1,1,5,5
13101161002036,[131350341300023],1,sin_control,25,25,20,20
13101161002037,[131350341700005],1,sin_control,27,27,23,23
13101161003001,[131350315800022],1,sin_control,50,74,48,58
13101161003002,"[131350315700025, 131350315700026]",2,sin_control,4,4,7,7
13101161003003,[131350338800011],1,sin_control,11,11,17,17
13101161003004,"[131350339200025, 131350339200026]",2,sin_control,7,7,16,16
13101171001003,"[131350301500005, 131350301500006, 131350301500028]",3,sin_control,1,1,3,3
13101171001005,"[131350301300002, 131350301300003, 131350301300004, 131350301300005]",4,sin_control,3,3,12,12
13101171001008,"[131350300900003, 131350300900004, 131350300900005, 131350300900006]",4,sin_control,3,3,14,14
13101171001009,[131350300800007],1,sin_control,26,26,18,18
13101171001010,"[131350300700004, 131350300700005, 131350300700006]",3,sin_control,6,6,11,11
13101171001011,"[131350300600006, 131350300600007]",2,sin_control,4,4,8,8
13101171001012,[131350300500027],1,sin_control,18,18,16,16
13101171001013,[131350304200031],1,sin_control,17,17,15,15
13101171001014,"[131350304300023, 131350304300024]",2,sin_control,10,10,14,14
13101171001015,"[131350304400005, 131350304400023]",2,sin_control,9,9,22,22
13101171001016,[131350304500022],1,sin_control,8,8,12,12
13101171001017,[131350304600010],1,sin_control,50,51,32,32
13101171001018,"[131350304700033, 131350304700034, 131350304700035, 131350304700036]",4,sin_control,5,5,17,17
13101171001019,"[131350304800027, 131350304800028, 131350304800029]",3,sin_control,5,5,7,7
13101171001020,[131350304900012],1,sin_control,39,39,18,18
13101171001029,[131350310600002],1,sin_control,39,39,21,21
13101171001037,"[131350310400001, 131350310400002, 131350310400003, 131350310400004, 131350310400005]",5,sin_control,1,1,5,5
13101171001038,"[131350307300001, 131350307300002, 131350307300003, 131350307300004]",4,sin_control,3,3,6,6
13101171001039,[131350307200015],1,sin_control,8,8,9,9
13101171001043,[131350310200017],1,sin_control,12,12,8,8
13101171001044,[131350307100021],1,con_control,9,9,12,12
13101171001045,[131350307000006],1,sin_control,5,5,16,16
13101171001046,[131350310100010],1,sin_control,27,27,19,19
13101171001047,[131350306900036],1,sin_control,50,57,30,32
13101171001048,[131350306800004],1,sin_control,50,66,35,40
13101171001049,[131350306700004],1,sin_control,50,76,33,39
13101171001050,[131350306600012],1,sin_control,21,21,21,21
13101171001051,[131350306500017],1,sin_control,50,51,35,35
13101171001052,[131350306400006],1,sin_control,28,28,27,27
13101171002001,"[131350314200019, 131350314200020]",2,sin_control,6,6,14,14
13101171002004,"[131350313900001, 131350313900017, 131350313900018, 131350313900019]",4,sin_control,1,1,4,4
13101171002007,[131350313800001],1,sin_control,5,5,6,6
13101171002014,"[131350317400027, 131350317400028, 131350317400029, 131350317400030, 131350317400031, 131350317400032, 131350317400033, 131350317400034]",8,sin_control,3,3,10,10
13101171002017,[131350345000006],1,sin_control,13,13,15,15
13101171002018,[131350344600019],1,sin_control,8,8,10,10
13101171002019,[131350344200004],1,sin_control,14,14,6,6
13101171003001,"[131350313700004, 131350313700005, 131350313700012, 131350313700013, 131350313700014]",5,sin_control,3,3,7,7
13101171003002,[131350313600006],1,sin_control,26,26,21,21
13101171003003,[131350313500019],1,sin_control,18,18,17,17
13101171003004,[131350316600012],1,sin_control,22,22,17,17
13101171003005,[131350316700013],1,sin_control,22,22,17,17
13101171003006,[131350316800017],1,sin_control,14,14,16,16
13101171003007,"[131350316900005, 131350316900006, 131350316900007, 131350316900008]",4,sin_control,1,1,4,4
13101171003008,"[131350343200021, 131350343200022]",2,sin_control,4,4,13,13
13101171003009,[131350342800008],1,sin_control,19,19,19,19
13101171003010,[131350342400005],1,sin_control,50,79,33,34
13101171003011,[131350342100010],1,sin_control,25,25,26,26
13101171003012,"[131350342200001, 131350342200004, 131350342200005, 131350342200013, 131350342200014, 131350342200015, 131350342200016, 131350342200017, 131350342200018]",9,sin_control,1,1,9,9
13101171003013,"[131350342600007, 131350342600008, 131350342600019, 131350342600020]",4,sin_control,1,1,4,4
13101171003014,"[131350343000013, 131350343000014, 131350343000015, 131350343000016]",4,sin_control,3,3,10,10
13101171003016,"[131350343800004, 131350343800005, 131350343800006, 131350343800016, 131350343800017]",5,sin_control,2,2,15,15
13101171003017,"[131350343900001, 131350343900002, 131350343900003, 131350343900014, 131350343900015, 131350343900016]",6,sin_control,3,3,12,12
13101171003018,"[131350344400005, 131350344400006]",2,sin_control,1,1,2,2
13101171003019,"[131350344800006, 131350344800015]",2,sin_control,6,6,7,7
13101171003020,[131350345200007],1,sin_control,11,11,18,18
13101171003021,"[131350345500023, 131350345500024, 131350345500025]",3,sin_control,4,4,12,12
13101171003024,[131350345300013],1,sin_control,8,8,9,9
13101171003025,"[131350344900004, 131350344900013]",2,sin_control,2,2,4,4
13101171003026,[131350344500009],1,sin_control,12,12,15,15
13101171003028,"[131350344000008, 131350344000009, 131350344000010, 131350344000011, 131350344000012, 131350344000026]",6,sin_control,2,2,16,16
13101171003030,[131350343100006],1,con_control,9,9,8,8
13101171003031,"[131350342700003, 131350342700004, 131350342700005, 131350342700006]",4,sin_control,3,3,6,6
13101171003032,[131350342300008],1,sin_control,16,16,14,14
13101181001002,[131350302000016],1,sin_control,5,5,6,6
13101181001004,"[131350301800010, 131350301800011]",2,sin_control,8,8,16,16
13101181001006,"[131350310800010, 131350310800011]",2,sin_control,2,2,8,8
13101181001008,[131350311000005],1,sin_control,10,10,13,13
13101181001009,[131350307900018],1,sin_control,50,104,36,38
13101181001010,[131350308000020],1,sin_control,43,43,21,21
13101181001011,[131350308100076],1,sin_control,9,9,11,11
13101181001014,"[131350311300009, 131350311300010, 131350311300011]",3,sin_control,6,6,11,11
13101181002001,[131350314600019],1,sin_control,36,36,25,25
13101181002002,[131350314500006],1,sin_control,13,13,13,13
13101181002003,Int64[],0,sin_control,48,48,50,50
13101181002004,[131350314300014],1,sin_control,50,83,35,46
13101181002005,"[131350346700006, 131350346700008]",2,sin_control,2,2,3,3
13101181002007,[131350347000071],1,sin_control,47,47,26,26
13101181002009,[131350347200021],1,sin_control,27,27,19,19
13101181002010,[131350346800009],1,sin_control,7,7,12,12
13101181002011,[131350346400002],1,sin_control,6,6,12,12
13101181002013,[131350345900019],1,sin_control,8,8,20,20
13101181002014,[131350346600007],1,con_control,5,5,6,6
13101181002015,[131350346900021],1,sin_control,6,6,11,11
13101181002016,[131350347300030],1,con_control,6,6,5,5
13101191001002,"[131350302700012, 131350302700013, 131350302700014]",3,sin_control,4,4,7,7
13101191001003,"[131350302600023, 131350302600024]",2,sin_control,5,5,11,11
13101191001004,[131350302500031],1,con_control,5,5,7,7
13101191001005,"[131350302400015, 131350302400016, 131350302400017, 131350302400018, 131350302400019, 131350302400020]",6,sin_control,1,1,6,6
13101191001010,"[131350308300007, 131350308300008]",2,sin_control,3,3,7,7
13101191001011,[131350308400008],1,sin_control,12,12,9,9
13101191001012,[131350308500022],1,sin_control,5,5,13,13
13101191001013,"[131350308600004, 131350308600005, 131350308600006]",3,sin_control,7,7,13,13
13101191001014,[131350308700036],1,sin_control,6,6,5,5
13101191001015,[131350308800015],1,con_control,3,3,5,5
13101191001021,[131350312100016],1,sin_control,50,61,29,30
13101191001022,[131350311900007],1,sin_control,31,31,23,23
13101191001025,"[131350311600001, 131350311600002]",2,sin_control,1,1,2,2
13101191001026,[131350311500030],1,sin_control,13,13,11,11
13101191002001,[131350315500006],1,sin_control,9,9,6,6
13101191002004,"[131350312600003, 131350312600004]",2,sin_control,2,2,5,5
13101191002005,[131350315300004],1,sin_control,9,9,12,12
13101191002006,"[131350315200006, 131350315200038]",2,sin_control,2,2,6,6
13101191002007,"[131350348300004, 131350348300005]",2,sin_control,4,4,6,6
13101191002008,[131350348700042],1,con_control,9,9,7,7
13101191002009,"[131350349000038, 131350349000039, 131350349000040]",3,sin_control,2,2,4,4
13101191002010,[131350318600024],1,sin_control,12,12,16,16
13101191002011,[131350318700007],1,con_control,1,1,1,1
13101191002013,[131350349400026],1,sin_control,10,10,16,16
13101191002014,"[131350349400031, 131350349400032, 131350349400033, 131350349400058]",4,sin_control,1,1,4,4
13101191002015,[131350376300016],1,sin_control,8,8,15,15
13101191002017,[131350349300003],1,sin_control,15,15,20,20
13101191002018,[131350349200011],1,sin_control,17,17,22,22
13101191002021,[131350348500033],1,sin_control,16,16,19,19
13101191003001,"[131350315100016, 131350315100017, 131350315100018, 131350315100019, 131350315100055]",5,sin_control,1,1,5,5
13101191003002,"[131350315000030, 131350315000031]",2,sin_control,12,12,17,17
13101191003003,"[131350314900038, 131350314900039, 131350314900040]",3,sin_control,1,1,3,3
13101191003004,[131350314900046],1,sin_control,8,8,4,4
13101191003005,[131350347400124],1,con_control,2,2,3,3
13101191003006,[131350347700017],1,sin_control,17,17,32,32
13101191003007,"[131350348000002, 131350348000003, 131350348000004]",3,sin_control,4,4,11,11
13101191003008,[131350348200023],1,sin_control,2,2,5,5
13101191003009,[131350347600020],1,sin_control,7,7,14,14
13101201001001,[131350363700020],1,sin_control,19,19,20,20
13101201001002,[131350363300027],1,sin_control,34,34,26,26
13101201001003,"[131350362900026, 131350362900027, 131350362900028]",3,sin_control,6,6,7,7
13101201001004,[131350362600024],1,con_control,11,11,10,10
13101201001005,[131350362200021],1,sin_control,18,18,17,17
13101201001006,"[131350361800026, 131350361800027]",2,sin_control,3,3,6,6
13101201001007,[131350361400007],1,sin_control,17,17,15,15
13101201001008,[131350360600006],1,sin_control,10,10,16,16
13101201001010,[131350360700060],1,sin_control,24,24,30,30
13101201001011,[131350361200025],1,sin_control,24,24,26,26
13101201001012,[131350361500012],1,sin_control,38,38,25,25
13101201001013,"[131350361900011, 131350361900012, 131350361900013, 131350361900025, 131350361900026]",5,sin_control,4,4,11,11
13101201001014,[131350362300003],1,sin_control,23,23,28,28
13101201001015,[131350362700036],1,sin_control,50,58,32,32
13101201001016,[131350363000031],1,sin_control,50,57,32,32
13101201001017,[131350363400009],1,sin_control,50,57,30,30
13101201001018,"[131350363800004, 131350363800005, 131350363800006]",3,sin_control,8,8,17,17
13101201001019,"[131350363900004, 131350363900005, 131350363900006]",3,sin_control,5,5,7,7
13101201001020,"[131350363500005, 131350363500006]",2,sin_control,15,15,18,18
13101201001021,"[131350363100003, 131350363100009]",2,sin_control,1,1,2,2
13101201001022,"[131350362800001, 131350362800002, 131350362800008, 131350362800009, 131350362800010, 131350362800011, 131350362800012]",7,sin_control,3,3,11,11
13101201001023,[131350362400003],1,sin_control,11,11,16,16
13101201001024,[131350362000016],1,sin_control,14,14,19,19
13101201001025,"[131350361600010, 131350361600011, 131350361600024, 131350361600025]",4,sin_control,5,5,12,12
13101201001026,[131350361300021],1,sin_control,10,10,12,12
13101201001027,[131350361000013],1,sin_control,7,7,16,16
13101201002002,"[131350369200001, 131350369200004, 131350369200005]",3,sin_control,1,1,3,3
13101201002004,"[131350368400006, 131350368400008]",2,sin_control,7,7,9,9
13101201002005,"[131350367700024, 131350367700025]",2,sin_control,1,1,2,2
13101201002007,"[131350366500006, 131350366500007, 131350366500008, 131350366500017]",4,sin_control,1,1,4,4
13101201002017,"[131350364600005, 131350364600006, 131350364600007]",3,sin_control,3,3,6,6
13101201002020,"[131350366100018, 131350366100019]",2,sin_control,8,8,12,12
13101201002023,"[131350367200003, 131350367200004, 131350367200005, 131350367200006, 131350367200007, 131350367200008]",6,sin_control,2,2,14,14
13101201002024,Int64[],0,sin_control,50,50,34,34
13101201002025,[131350368500020],1,sin_control,30,30,14,14
13101201002028,[131350370600006],1,sin_control,50,50,30,30
13101201002029,[131350370500003],1,sin_control,29,29,16,16
13101201002030,[131350370400021],1,sin_control,26,26,25,25
13101201002031,[131350369600002],1,sin_control,32,32,26,26
13101201002032,[131350369500010],1,sin_control,20,20,14,14
13101201002033,[131350369400002],1,sin_control,17,17,18,18
13101201003001,[131350369700009],1,sin_control,12,12,11,11
13101201003002,"[131350368700008, 131350368700009, 131350368700010, 131350368700011, 131350368700012, 131350368700013, 131350368700014, 131350368700015, 131350368700016, 131350368700017]",10,sin_control,1,1,10,10
13101201003003,[131350368100025],1,sin_control,13,13,12,12
13101201003004,[131350366800033],1,sin_control,16,16,20,20
13101201003005,[131350366200007],1,sin_control,6,6,9,9
13101201003006,[131350365700022],1,sin_control,16,16,15,15
13101201003007,[131350365200007],1,sin_control,14,14,9,9
13101201003008,"[131350364700027, 131350364700028]",2,sin_control,15,15,10,10
13101201003009,"[131350364200018, 131350364200019, 131350364200020, 131350364200021, 131350364200022, 131350364200023]",6,sin_control,1,1,6,6
13101201003011,"[131350364800025, 131350364800026, 131350364800027]",3,sin_control,6,6,7,7
13101201003013,"[131350365800006, 131350365800007, 131350365800025, 131350365800026]",4,sin_control,2,2,8,8
13101201003015,[131350366900027],1,sin_control,12,12,14,14
