manzent,predios_estrategicos,num_predios_estrategicos,tipo_control,num_combis_consideradas,num_combis_disponibles,num_predios_considerados,num_predios_disponibles
13120111002001,"[151050140800005, 151050140800006, 151050140800013, 151050140800014]",4,sin_control,1,1,4,4
13120111002002,[151050140900005],1,con_control,8,8,8,8
13120111002003,[151050141000003],1,sin_control,17,17,15,15
13120111002004,[151050121000002],1,sin_control,10,10,16,16
13120111002005,[151050120900019],1,con_control,4,4,4,4
13120111002006,"[151050120800006, 151050120800007, 151050120800008]",3,sin_control,1,1,3,3
13120111002007,"[151050080800001, 151050080800002, 151050080800003, 151050080800011]",4,sin_control,2,2,8,8
13120111002008,"[151050080900054, 151050080900055, 151050080900056]",3,sin_control,5,5,22,22
13120111002009,"[151050101000003, 151050101000004, 151050101000005, 151050101000006, 151050101000013, 151050101000014, 151050101000015]",7,sin_control,1,1,7,7
13120111002010,"[151050081000014, 151050081000015]",2,sin_control,4,4,8,8
13120111002011,[151050071000013],1,sin_control,8,8,7,7
13120111002012,"[151050070900001, 151050070900002, 151050070900018, 151050070900019]",4,sin_control,3,3,14,14
13120111002014,[151050000800004],1,con_control,5,5,6,6
13120111003001,[151050141100022],1,sin_control,8,8,9,9
13120111003003,[151050121200017],1,sin_control,20,20,19,19
13120111003004,[151050121300010],1,sin_control,22,22,21,21
13120111003006,[151050101400008],1,sin_control,24,24,23,23
13120111003007,[151050101300005],1,sin_control,37,37,24,24
13120111003008,[151050081200012],1,sin_control,49,49,25,25
13120111003010,"[151050071100005, 151050071100012]",2,sin_control,2,2,6,6
13120111004001,"[151050131500007, 151050131500008]",2,sin_control,5,5,10,10
13120111004002,[151050131700045],1,sin_control,50,68,25,25
13120111004003,[151050121700027],1,sin_control,4,4,15,15
13120111004004,"[151050121500007, 151050121500008]",2,sin_control,5,5,10,10
13120111004005,[151050101500031],1,sin_control,14,14,15,15
13120111004006,[151050101600028],1,sin_control,30,30,23,23
13120111004007,[151050101700040],1,sin_control,8,8,13,13
13120111005001,"[151050101900002, 151050101900003]",2,sin_control,2,2,7,7
13120111005002,[151050091900036],1,sin_control,16,16,17,17
13120111005003,[151050081900031],1,sin_control,43,43,37,37
13120111005004,[151050071900008],1,sin_control,10,10,12,12
13120111005005,"[151050051900003, 151050051900010, 151050051900011]",3,sin_control,4,4,7,7
13120111005010,"[151050002000027, 151050002000028, 151050002000029]",3,sin_control,2,2,4,4
13120111006001,"[151050082300023, 151050082300024]",2,sin_control,8,8,18,18
13120111006002,"[151050092700001, 151050092700051, 151050092700052]",3,sin_control,1,1,3,3
13120111006003,[151050082700021],1,sin_control,8,8,12,12
13120111006004,[151050052700021],1,sin_control,4,4,7,7
13120111006005,[151050072300039],1,sin_control,10,10,9,9
13120111006006,"[151050052300009, 151050052300010]",2,sin_control,3,3,5,5
13120111006007,[151050022300008],1,sin_control,9,9,12,12
13120111006008,[151050022700006],1,sin_control,11,11,13,13
13120111006009,"[151050002700011, 151050002700012, 151050002700013]",3,sin_control,2,2,5,5
13120111006010,[151050002300007],1,con_control,3,3,7,7
13120111007001,[151050141900011],1,sin_control,5,5,7,7
13120111007002,[151050131900026],1,sin_control,14,14,11,11
13120111007003,[151050121900006],1,sin_control,20,20,14,14
13120111007004,[151050122300014],1,sin_control,8,8,11,11
13120111007005,"[151050122400017, 151050122400018, 151050122400025, 151050122400026, 151050122400027]",5,sin_control,1,1,5,5
13120111007006,[151050122500007],1,sin_control,37,37,19,19
13120111007007,[151050122600010],1,sin_control,24,24,15,15
13120111007008,[151050142700007],1,con_control,2,2,4,4
13120111007009,[151050132700004],1,sin_control,15,15,10,10
13120111007010,"[151050122700008, 151050122700009, 151050122700010, 151050122700017, 151050122700018]",5,sin_control,1,1,5,5
13120111007011,"[151050112700019, 151050112700020, 151050112700021]",3,sin_control,2,2,4,4
13120111007012,"[151050102700003, 151050102700029]",2,sin_control,4,4,8,8
13120111007013,[151050102600007],1,sin_control,20,20,15,15
13120111007014,[151050102500008],1,sin_control,14,14,10,10
13123011001011,[151030210300010],1,sin_control,11,11,9,9
13123011001014,[151030210500008],1,sin_control,6,6,8,8
13123011001016,[151030220300022],1,sin_control,23,23,16,16
13123011001017,[151030230300026],1,sin_control,50,64,28,30
13123011001018,[151030250300024],1,sin_control,23,23,16,16
13123011002001,"[151030270600016, 151030270600017, 151030270600018]",3,sin_control,3,3,12,12
13123011002003,"[151030310800002, 151030310800003]",2,sin_control,5,5,18,18
13123011002004,"[151030310600023, 151030310600024]",2,sin_control,4,4,4,4
13123011002005,[151030320600031],1,sin_control,13,13,17,17
13123011002006,"[151030320800009, 151030320800010]",2,sin_control,4,4,7,7
13123011002007,[151030340800014],1,con_control,8,8,7,7
13123011002008,"[151030340600001, 151030340600002, 151030340600003]",3,sin_control,2,2,6,6
13123011002009,[151030350600001],1,sin_control,9,9,9,9
13123011002010,[151030350800006],1,sin_control,6,6,8,8
13123011002011,[151030370800043],1,sin_control,17,17,11,11
13123011002012,"[151030370600007, 151030370600008]",2,sin_control,1,1,2,2
13123011002013,[151030390600020],1,sin_control,10,10,15,15
13123011002014,[151030390800018],1,sin_control,8,8,11,11
13123011003001,[151030371200032],1,sin_control,23,23,30,30
13123011003002,"[151030371300009, 151030371300037]",2,sin_control,8,8,14,14
13123011003005,"[151030411500010, 151030411500011]",2,sin_control,1,1,2,2
13123011003008,[151030390900040],1,sin_control,28,28,25,25
13123011003009,"[151030400900003, 151030400900004, 151030400900005, 151030400900006]",4,sin_control,2,2,9,9
13123011003010,"[151030410900005, 151030410900006, 151030410900007]",3,sin_control,5,5,15,15
13123011003014,"[151030431300058, 151030431300060, 151030431300062, 151030431300063, 151030431300072, 151030431300073]",6,sin_control,1,1,6,6
13123011003015,[151030431300108],1,sin_control,50,50,34,34
13123011003016,[151030430900011],1,sin_control,4,4,9,9
13123011003017,[151031141300001],1,sin_control,20,20,17,17
13123011004002,"[151030191000029, 151030191000030]",2,sin_control,2,2,6,6
13123011004004,[151030191400034],1,sin_control,4,4,6,6
13123011004005,"[151030221400003, 151030221400004]",2,sin_control,5,5,12,12
13123011004007,"[151030241500006, 151030241500008]",2,sin_control,1,1,2,2
13123011004008,[151030241400012],1,con_control,3,3,5,5
13123011004009,"[151030231300001, 151030231300005, 151030231300006]",3,sin_control,1,1,3,3
13123011004010,[151030221200014],1,sin_control,4,4,7,7
13123011004014,[151030240900003],1,sin_control,14,14,9,9
13123011004015,[151030250900013],1,sin_control,7,7,10,10
13123011004016,"[151030260900013, 151030260900014, 151030260900015]",3,sin_control,3,3,7,7
13123011004017,[151030261200024],1,sin_control,5,5,11,11
13123011004018,[151030251300003],1,sin_control,16,16,15,15
13123011004019,"[151030261300001, 151030261300013, 151030261300014]",3,sin_control,4,4,11,11
13123011004020,[151030261400016],1,sin_control,9,9,19,19
13123011004021,[151030261500005],1,sin_control,9,9,11,11
13123011005002,[151030270300010],1,sin_control,16,16,13,13
13123011005003,"[151030270500001, 151030270500008]",2,sin_control,4,4,5,5
13123011005005,[151030320500028],1,sin_control,5,5,7,7
13123011005006,[151030320200006],1,sin_control,13,13,26,26
13123011005007,[151030340500031],1,sin_control,16,16,10,10
13123011005008,[151030350500011],1,sin_control,5,5,7,7
13123011005009,[151030370500006],1,sin_control,23,23,15,15
13123011005010,[151030390500030],1,sin_control,10,10,13,13
13123011005011,"[151030350300008, 151030350300032]",2,sin_control,6,6,13,13
13123011005013,[151030350200009],1,sin_control,29,29,21,21
13123011005014,[151030400200018],1,sin_control,14,14,23,23
13123011005015,[151030400300010],1,sin_control,42,42,36,36
13123011005016,"[151030410400002, 151030410400010]",2,sin_control,7,7,11,11
13123011005017,"[151030400400008, 151030400400009, 151030400400019, 151030400400020]",4,sin_control,6,6,14,14
13123011005018,"[151030400500006, 151030400500011, 151030400500012, 151030400500013]",4,sin_control,1,1,4,4
13123011005019,"[151030410500009, 151030410500010, 151030410500016]",3,sin_control,5,5,10,10
13123011005020,[151030420500006],1,con_control,3,3,5,5
13123011005021,[151030410600030],1,sin_control,17,17,25,25
13123011005022,[151030400600002],1,sin_control,8,8,15,15
13123011005023,[151030410700017],1,sin_control,11,11,12,12
13123011005024,[151030410800015],1,sin_control,20,20,21,21
13123011005025,[151030400800013],1,sin_control,18,18,11,11
13123011006003,[151030311200013],1,sin_control,6,6,11,11
13123011006004,"[151030311300039, 151030311300042]",2,sin_control,3,3,9,9
13123011006005,[151030271400005],1,con_control,2,2,2,2
13123011006007,"[151030321300050, 151030321300051]",2,sin_control,2,2,3,3
13123011006008,[151030321300037],1,sin_control,7,7,12,12
13123011006009,"[151030321200001, 151030321200002]",2,sin_control,4,4,7,7
13123011006010,"[151030320900032, 151030320900033]",2,sin_control,2,2,6,6
13123011006011,[151030340900005],1,sin_control,9,9,8,8
13123011006013,[151030341300027],1,sin_control,8,8,7,7
13123011006014,[151030341300011],1,sin_control,8,8,9,9
13123011006015,[151030351300011],1,sin_control,50,74,36,51
13123011006016,[151030351200025],1,sin_control,14,14,12,12
13123011006017,[151030350900008],1,sin_control,6,6,11,11
13123011007006,[151030051200052],1,sin_control,14,14,8,8
13123011008003,"[151030051400015, 151030051400016]",2,sin_control,1,1,2,2
13123011008004,[151030181400006],1,sin_control,6,6,4,4
13123021001001,[151030152000011],1,sin_control,22,22,8,8
13123021001002,[151030162000016],1,sin_control,5,5,8,8
13123021001003,"[151030182000008, 151030182000009, 151030182000010]",3,sin_control,1,1,3,3
13123021002007,"[151030132500013, 151030132500014, 151030132500015]",3,sin_control,1,1,3,3
13123021002009,[151030142500007],1,sin_control,4,4,7,7
13123021002010,"[151030152500005, 151030152500006, 151030152500007]",3,sin_control,1,1,3,3
13123021002011,[151030162500006],1,con_control,2,2,2,2
13123021002012,"[151030182500020, 151030182500021]",2,sin_control,1,1,2,2
13123021003001,"[151030221800053, 151030221800054, 151030221800055, 151030221800056, 151030221800057]",5,sin_control,1,1,5,5
13123021003002,[151030261800015],1,sin_control,7,7,8,8
13123021003003,[151030311800002],1,sin_control,20,20,10,10
13123021003004,[151030312000022],1,con_control,5,5,6,6
13123021003009,"[151030232500016, 151030232500017, 151030232500018, 151030232500019]",4,sin_control,1,1,4,4
13123021005007,"[151030051800065, 151030051800066, 151030051800067]",3,sin_control,2,2,4,4
13123021005008,[151030051700018],1,sin_control,13,13,15,15
13123021005009,"[151030051600045, 151030051600047]",2,sin_control,4,4,8,8
13123021005010,"[151030161600005, 151030161600006, 151030161600007]",3,sin_control,3,3,5,5
13123021005011,"[151030161800002, 151030161800003, 151030161800004]",3,sin_control,2,2,4,4
13123021005012,"[151030181800006, 151030181800007]",2,sin_control,3,3,8,8
13123021006002,[151030192300004],1,sin_control,23,23,10,10
13123021006003,[151030192500069],1,sin_control,6,6,10,10
13123021006004,"[151030212300013, 151030212300014]",2,sin_control,2,2,3,3
13123021006005,"[151030212000006, 151030212000007]",2,sin_control,2,2,4,4
13123021006006,[151030222000005],1,sin_control,4,4,7,7
13123021007001,[151030321800031],1,sin_control,6,6,7,7
13123021007002,"[151030341800016, 151030341800018]",2,sin_control,8,8,14,14
13123021007003,[151030351800034],1,sin_control,17,17,18,18
13123021007004,[151030371800016],1,sin_control,15,15,13,13
13123021007005,[151030391800005],1,sin_control,18,18,18,18
13123021007006,[151030401800009],1,sin_control,6,6,6,6
13123021007007,"[151030411800009, 151030411800010]",2,sin_control,2,2,5,5
13123021007008,[151030421800027],1,sin_control,6,6,18,18
13123021007009,[151030431800003],1,sin_control,30,30,15,15
13123021007010,[151030422400012],1,sin_control,11,11,13,13
13123021007011,[151030422500010],1,sin_control,15,15,16,16
13123021007012,[151030402500017],1,sin_control,21,21,17,17
13123021007013,"[151030392500001, 151030392500002]",2,sin_control,1,1,2,2
13123021007015,[151030342500023],1,sin_control,6,6,5,5
13123031001009,[151030132800015],1,sin_control,9,9,8,8
13123031002007,"[151030103300035, 151030103300036]",2,sin_control,1,1,2,2
13123031003004,[151030073700007],1,con_control,1,1,1,1
13123031004001,[151030173800024],1,sin_control,7,7,8,8
13123031004002,"[151030164100023, 151030164100024]",2,sin_control,1,1,2,2
13123031004004,"[151030164400014, 151030164400015, 151030164400016]",3,sin_control,1,1,3,3
13123031005002,"[151030143000005, 151030143000006, 151030143000010]",3,sin_control,1,1,3,3
13123031005004,"[151030152800040, 151030152800041, 151030152800042]",3,sin_control,2,2,7,7
13123031005005,"[151030182800001, 151030182800032, 151030182800033]",3,sin_control,4,4,7,7
13123031006003,[151030053400120],1,sin_control,6,6,3,3
13123031006004,"[151030093500006, 151030093500007]",2,sin_control,1,1,2,2
13123031006006,"[151030103500008, 151030103500009, 151030103500010]",3,sin_control,1,1,3,3
13123031006008,[151030123500004],1,con_control,4,4,7,7
13123031007003,"[151030143500007, 151030143500017]",2,sin_control,1,1,2,2
13123031007004,"[151030153400014, 151030153400015]",2,sin_control,1,1,2,2
13123031007006,"[151030153700035, 151030153700036, 151030153700037]",3,sin_control,1,1,3,3
13123031007007,[151030163700014],1,sin_control,4,4,8,8
13123031007008,[151030163500004],1,con_control,6,6,5,5
13123031007009,[151030173500004],1,sin_control,9,9,14,14
13123031007010,[151030183500016],1,sin_control,8,8,11,11
13123031007011,[151030183600027],1,con_control,3,3,4,4
13123031008002,[151030153300065],1,con_control,3,3,4,4
13123031009011,"[151030124500003, 151030124500004]",2,sin_control,1,1,2,2
13123031010002,"[151030143700001, 151030143700009]",2,sin_control,1,1,2,2
13123031011008,"[151030144500013, 151030144500014]",2,sin_control,1,1,2,2
13123031011009,"[151030164700006, 151030164700007, 151030164700008]",3,sin_control,2,2,4,4
13123041001002,[151030193300001],1,con_control,2,2,5,5
13123041001004,"[151030222800009, 151030222800010]",2,sin_control,3,3,5,5
13123041001006,[151030233300013],1,sin_control,2,2,4,4
13123041001007,[151030252800029],1,sin_control,20,20,16,16
13123041001008,"[151030262800015, 151030262800042]",2,sin_control,1,1,2,2
13123041002001,"[151030195000019, 151030195000020]",2,sin_control,2,2,4,4
13123041003002,"[151030294300016, 151030294300017, 151030294300018]",3,sin_control,1,1,3,3
13123041003004,[151030274400057],1,sin_control,18,18,13,13
13123041003024,[151030315100035],1,con_control,4,4,4,4
13123041003031,"[151030354500010, 151030354500020, 151030354500021]",3,sin_control,1,1,3,3
13123041003033,[151030324400008],1,sin_control,23,23,18,18
13123041003034,[151030334400002],1,sin_control,14,14,18,18
13123041003036,"[151030344400005, 151030344400014]",2,sin_control,4,4,7,7
13123041003038,[151030364400004],1,sin_control,15,15,13,13
13123041003039,"[151030394400005, 151030394400018]",2,sin_control,4,4,9,9
13123041003040,[151030394300013],1,sin_control,9,9,6,6
13123041003041,"[151030394200015, 151030394200016]",2,sin_control,4,4,5,5
13123041003042,[151030354300018],1,sin_control,11,11,13,13
13123041003043,[151030344300027],1,sin_control,8,8,11,11
13123041003044,[151030334300002],1,sin_control,10,10,13,13
13123041003045,"[151030324300002, 151030324300003, 151030324300014, 151030324300015]",4,sin_control,1,1,4,4
13123041004001,"[151030273700011, 151030273700012, 151030273700013]",3,sin_control,2,2,4,4
13123041004003,[151030274100044],1,sin_control,30,30,14,14
13123041004004,"[151030313800005, 151030313800006]",2,sin_control,1,1,2,2
13123041004005,"[151030313700010, 151030313700011]",2,sin_control,2,2,4,4
13123041004007,"[151030323700003, 151030323700004]",2,sin_control,4,4,5,5
13123041004008,"[151030343700024, 151030343700025]",2,sin_control,1,1,2,2
13123041004009,[151030323800008],1,sin_control,50,68,30,33
13123041004010,[151030324100066],1,sin_control,22,22,16,16
13123041004011,[151030353800032],1,sin_control,9,9,10,10
13123041004012,[151030363800021],1,sin_control,11,11,14,14
13123041004014,"[151030394000012, 151030394000013, 151030394000014]",3,sin_control,1,1,3,3
13123041004015,"[151030393900005, 151030393900009]",2,sin_control,7,7,13,13
13123041004016,"[151030393800001, 151030393800002, 151030393800026]",3,sin_control,3,3,9,9
13123041004017,[151030353700003],1,sin_control,11,11,18,18
13123041005001,[151030352800080],1,sin_control,12,12,11,11
13123041005002,[151030353000014],1,con_control,1,1,1,1
13123041005004,"[151030392800041, 151030392800042]",2,sin_control,4,4,9,9
13123041005006,[151030432800019],1,sin_control,12,12,13,13
13123041005008,"[151031143100014, 151031143100015, 151031143100016, 151031143100017, 151031143100018]",5,sin_control,2,2,10,10
13123041006001,[151030223600032],1,sin_control,9,9,5,5
13123041006002,"[151030193500003, 151030193500004, 151030193500006]",3,sin_control,1,1,3,3
13123041006003,"[151030193400001, 151030193400006, 151030193400007, 151030193400008]",4,sin_control,1,1,4,4
13123041006007,[151030223500006],1,con_control,1,1,1,1
13123041007002,"[151030273300016, 151030273300017]",2,sin_control,2,2,3,3
13123041007004,[151030313500007],1,sin_control,6,6,7,7
13123041007006,"[151030313000020, 151030313000021, 151030313000022, 151030313000023]",4,sin_control,1,1,4,4
13123041008001,"[151030194400005, 151030194400014, 151030194400015, 151030194400028]",4,sin_control,1,1,4,4
13123041008002,"[151030194300005, 151030194300006, 151030194300007, 151030194300008]",4,sin_control,1,1,4,4
13123041009007,"[151030263800026, 151030263800027, 151030263800028]",3,sin_control,1,1,3,3
13123041009008,"[151030264100027, 151030264100028, 151030264100029]",3,sin_control,4,4,8,8
13123041010001,"[151030195100006, 151030195100007, 151030195100025, 151030195100026]",4,sin_control,1,1,4,4
13123041010005,"[151030235400016, 151030235400017, 151030235400018, 151030235400019]",4,sin_control,1,1,4,4
13123041010006,[151030235300006],1,sin_control,24,24,14,14
13123041010007,"[151030235100005, 151030235100006]",2,sin_control,2,2,6,6
13123041010008,"[151030245100016, 151030245100017, 151030245100018]",3,sin_control,3,3,8,8
13123041010009,[151030255100005],1,sin_control,30,30,18,18
13123041010010,[151030265100003],1,sin_control,19,19,19,19
13123041010011,[151030265300011],1,sin_control,8,8,17,17
13123041010012,[151030265400023],1,sin_control,8,8,15,15
13123041011002,[151030322800005],1,sin_control,6,6,10,10
13123041011003,"[151030323000022, 151030323000023, 151030323000024]",3,sin_control,1,1,3,3
13123041011004,"[151030323300011, 151030323300012]",2,sin_control,1,1,2,2
13123041011005,"[151030323500009, 151030323500010]",2,sin_control,1,1,2,2
13123041011006,"[151030343500010, 151030343500020]",2,sin_control,4,4,6,6
13123041012002,"[151030353500022, 151030353500023]",2,sin_control,4,4,10,10
13123041012007,"[151031143200028, 151031143200029]",2,sin_control,4,4,11,11
13123041012009,"[151031143500030, 151031143500031]",2,sin_control,7,7,12,12
13123051001001,"[151031153600019, 151031153600020, 151031153600021, 151031153600022]",4,sin_control,1,1,4,4
13123051001002,[151031153700027],1,sin_control,17,17,16,16
13123051001003,[151031153800014],1,sin_control,10,10,19,19
13123051001004,[151031153900009],1,sin_control,30,30,21,21
13123051001005,"[151031154000007, 151031154000008]",2,sin_control,17,17,20,20
13123051001006,[151031154100024],1,sin_control,31,31,16,16
13123051001007,"[151031174200023, 151031174200024]",2,sin_control,3,3,7,7
13123051001008,[151031164200004],1,sin_control,19,19,16,16
13123051001009,[151031164300023],1,sin_control,32,32,19,19
13123051001010,"[151031174300010, 151031174300011, 151031174300012, 151031174300013, 151031174300014, 151031174300045]",6,sin_control,1,1,6,6
13123051001011,[151031184500006],1,sin_control,9,9,11,11
13123051001012,[151031194500012],1,sin_control,5,5,9,9
13123051001015,[151031194800027],1,sin_control,13,13,17,17
13123051001016,[151031184800009],1,sin_control,6,6,15,15
13123051001017,"[151031154800006, 151031154800007, 151031154800008, 151031154800009]",4,sin_control,3,3,13,13
