codigo_predial,id_segmento_calle,codigo_calle,nombre_calle,tipo_calle
151600102500015,307941,V1313210367,LOS GOMEROS,CALLE
151600102500016,307941,V1313210367,LOS GOMEROS,CALLE
151600102500017,306083,V1313210045,LUIS CARRERA,AVENIDA
151600102500017,306081,V1313210045,LUIS CARRERA,AVENIDA
151600102500029,307942,V1313210367,LOS GOMEROS,CALLE
151600102500029,307941,V1313210367,LOS GOMEROS,CALLE
151600102590014,306083,V1313210045,LUIS CARRERA,AVENIDA
151600102590014,306572,V1313210062,VITACURA,AVENIDA
151600102590014,306102,V1313210045,LUIS CARRERA,AVENIDA
151600102590041,306083,V1313210045,LUIS CARRERA,AVENIDA
151600102590072,306083,V1313210045,LUIS CARRERA,AVENIDA
151600102590104,306083,V1313210045,LUIS CARRERA,AVENIDA
151600102590134,306083,V1313210045,LUIS CARRERA,AVENIDA
151600102590243,306083,V1313210045,LUIS CARRERA,AVENIDA
151600102590310,306083,V1313210045,LUIS CARRERA,AVENIDA
151600102590365,307941,V1313210367,LOS GOMEROS,CALLE
151600102590458,307941,V1313210367,LOS GOMEROS,CALLE
151600102590596,307941,V1313210367,LOS GOMEROS,CALLE
151600103100001,306083,V1313210045,LUIS CARRERA,AVENIDA
151600103100001,306081,V1313210045,LUIS CARRERA,AVENIDA
151600103100002,306083,V1313210045,LUIS CARRERA,AVENIDA
151600103100003,306083,V1313210045,LUIS CARRERA,AVENIDA
151600103100004,306083,V1313210045,LUIS CARRERA,AVENIDA
151600103100005,306083,V1313210045,LUIS CARRERA,AVENIDA
151600103100006,306083,V1313210045,LUIS CARRERA,AVENIDA
151600103100007,306083,V1313210045,LUIS CARRERA,AVENIDA
151600103100008,306083,V1313210045,LUIS CARRERA,AVENIDA
151600103100009,306083,V1313210045,LUIS CARRERA,AVENIDA
151600103100012,306083,V1313210045,LUIS CARRERA,AVENIDA
151600103100014,306083,V1313210045,LUIS CARRERA,AVENIDA
151600103100015,306083,V1313210045,LUIS CARRERA,AVENIDA
151600103100017,306548,V1313210062,VITACURA,AVENIDA
151600103100017,306554,V1313210062,VITACURA,AVENIDA
151600103100017,306593,V1313210062,VITACURA,AVENIDA
151600103100017,306532,V1313210062,VITACURA,AVENIDA
151600103100017,309147,V1313210673,SIN NOMBRE,PASAJE
151600103100017,306572,V1313210062,VITACURA,AVENIDA
151600103100017,306555,V1313210062,VITACURA,AVENIDA
151600103100017,306601,V1313210062,VITACURA,AVENIDA
151600103100020,306994,V1313210171,CARDENAL BELARMINO,CALLE
151600103100020,307761,V1313210332,LAS HUALTATAS,CALLE
151600103100021,306994,V1313210171,CARDENAL BELARMINO,CALLE
151600103100021,307761,V1313210332,LAS HUALTATAS,CALLE
151600103100022,306994,V1313210171,CARDENAL BELARMINO,CALLE
151600103100022,307761,V1313210332,LAS HUALTATAS,CALLE
151600103100023,307761,V1313210332,LAS HUALTATAS,CALLE
151600103100024,307761,V1313210332,LAS HUALTATAS,CALLE
151600103100025,307761,V1313210332,LAS HUALTATAS,CALLE
151600103100025,308566,V1313210515,TERESA CONCHA WALKER,CALLE
151600103100026,307326,V1313210247,EXEQUIEL PLAZA,CALLE
151600103100026,307761,V1313210332,LAS HUALTATAS,CALLE
151600103100026,308566,V1313210515,TERESA CONCHA WALKER,CALLE
151600103100026,308276,V1313210465,RAFAEL CORREA,CALLE
151600103100036,306083,V1313210045,LUIS CARRERA,AVENIDA
151600103100038,306184,V1313210047,MANQUEHUE NORTE,AVENIDA
151600103100038,306178,V1313210047,MANQUEHUE NORTE,AVENIDA
151600103100038,306183,V1313210047,MANQUEHUE NORTE,AVENIDA
151600103100038,306163,V1313210047,MANQUEHUE NORTE,AVENIDA
151600103100039,306168,V1313210047,MANQUEHUE NORTE,AVENIDA
151600103100039,306178,V1313210047,MANQUEHUE NORTE,AVENIDA
151600103100039,306183,V1313210047,MANQUEHUE NORTE,AVENIDA
151600103100039,306219,V1313210047,MANQUEHUE NORTE,AVENIDA
151600103100039,306947,V1313210166,CANAL BEAGLE,CALLE
151600103100040,306170,V1313210047,MANQUEHUE NORTE,AVENIDA
151600103100040,306192,V1313210047,MANQUEHUE NORTE,AVENIDA
151600103100040,306554,V1313210062,VITACURA,AVENIDA
151600103100040,306168,V1313210047,MANQUEHUE NORTE,AVENIDA
151600103100040,306176,V1313210047,MANQUEHUE NORTE,AVENIDA
151600103100040,306178,V1313210047,MANQUEHUE NORTE,AVENIDA
151600103100040,306219,V1313210047,MANQUEHUE NORTE,AVENIDA
151600103100040,306947,V1313210166,CANAL BEAGLE,CALLE
151600103100040,307456,V1313210287,IRENE FREI,CALLE
151600103100040,309147,V1313210673,SIN NOMBRE,PASAJE
151600103100040,306526,V1313210062,VITACURA,AVENIDA
151600103100040,307453,V1313210287,IRENE FREI,CALLE
151600103100040,306202,V1313210047,MANQUEHUE NORTE,AVENIDA
151600103100040,306555,V1313210062,VITACURA,AVENIDA
151600103100040,307452,V1313210287,IRENE FREI,CALLE
151600103100040,307459,V1313210287,IRENE FREI,CALLE
151600103100119,306572,V1313210062,VITACURA,AVENIDA
151600103100120,306572,V1313210062,VITACURA,AVENIDA
151600103190041,306083,V1313210045,LUIS CARRERA,AVENIDA
151600103190041,306572,V1313210062,VITACURA,AVENIDA
151600103190041,306102,V1313210045,LUIS CARRERA,AVENIDA
151600103190065,306083,V1313210045,LUIS CARRERA,AVENIDA
151600103190121,307326,V1313210247,EXEQUIEL PLAZA,CALLE
151600107100001,307679,V1313210331,LAS FRESAS,CALLE
151600107100001,305672,V1313210005,AMERICO VESPUCIO NORTE,AVENIDA
151600107100002,305672,V1313210005,AMERICO VESPUCIO NORTE,AVENIDA
151600107100003,306612,V1313210062,VITACURA,AVENIDA
151600107100004,306612,V1313210062,VITACURA,AVENIDA
151600107100005,306568,V1313210062,VITACURA,AVENIDA
151600107100005,306574,V1313210062,VITACURA,AVENIDA
151600107100005,306612,V1313210062,VITACURA,AVENIDA
151600107100007,308166,V1313210432,PADEREWSKI,CALLE
151600107100007,306568,V1313210062,VITACURA,AVENIDA
151600107100007,306574,V1313210062,VITACURA,AVENIDA
151600107100007,306584,V1313210062,VITACURA,AVENIDA
151600107100007,306599,V1313210062,VITACURA,AVENIDA
151600107100008,306574,V1313210062,VITACURA,AVENIDA
151600107100008,306584,V1313210062,VITACURA,AVENIDA
151600107100008,306599,V1313210062,VITACURA,AVENIDA
151600107100016,306631,V1313210062,VITACURA,AVENIDA
151600107100016,306558,V1313210062,VITACURA,AVENIDA
151600107100016,306128,V1313210046,LUIS PASTEUR,AVENIDA
151600107100016,306584,V1313210062,VITACURA,AVENIDA
151600107100017,306631,V1313210062,VITACURA,AVENIDA
151600107100017,306558,V1313210062,VITACURA,AVENIDA
151600107100017,306128,V1313210046,LUIS PASTEUR,AVENIDA
151600107100017,306624,V1313210062,VITACURA,AVENIDA
151600107100017,306584,V1313210062,VITACURA,AVENIDA
151600107100032,307682,V1313210331,LAS FRESAS,CALLE
151600107100032,308166,V1313210432,PADEREWSKI,CALLE
151600107100032,308029,V1313210392,MARIA CRUZ ANTUNEZ,CALLE
151600107100032,307675,V1313210331,LAS FRESAS,CALLE
151600107100033,307682,V1313210331,LAS FRESAS,CALLE
151600107100033,308166,V1313210432,PADEREWSKI,CALLE
151600107100033,307684,V1313210331,LAS FRESAS,CALLE
151600107100033,308029,V1313210392,MARIA CRUZ ANTUNEZ,CALLE
151600107100033,307675,V1313210331,LAS FRESAS,CALLE
151600107100037,308166,V1313210432,PADEREWSKI,CALLE
151600107100041,308166,V1313210432,PADEREWSKI,CALLE
151600107100041,308164,V1313210432,PADEREWSKI,CALLE
151600107100058,308164,V1313210432,PADEREWSKI,CALLE
151600107100657,305654,V1313210005,AMERICO VESPUCIO NORTE,AVENIDA
151600107100657,305672,V1313210005,AMERICO VESPUCIO NORTE,AVENIDA
151600107100657,306612,V1313210062,VITACURA,AVENIDA
151600107100876,305672,V1313210005,AMERICO VESPUCIO NORTE,AVENIDA
151600107190009,306584,V1313210062,VITACURA,AVENIDA
151600107190009,306599,V1313210062,VITACURA,AVENIDA
151600107190012,306584,V1313210062,VITACURA,AVENIDA
151600107190012,306599,V1313210062,VITACURA,AVENIDA
151600107190177,306584,V1313210062,VITACURA,AVENIDA
151600107190177,306599,V1313210062,VITACURA,AVENIDA
151600107190238,306568,V1313210062,VITACURA,AVENIDA
151600107190238,306574,V1313210062,VITACURA,AVENIDA
151600107190238,306599,V1313210062,VITACURA,AVENIDA
151600107190238,306612,V1313210062,VITACURA,AVENIDA
151600107190311,307679,V1313210331,LAS FRESAS,CALLE
151600107190311,305672,V1313210005,AMERICO VESPUCIO NORTE,AVENIDA
151600107190311,305671,V1313210005,AMERICO VESPUCIO NORTE,AVENIDA
151600107190392,306158,V1313210046,LUIS PASTEUR,AVENIDA
151600107190392,306558,V1313210062,VITACURA,AVENIDA
151600107190392,306128,V1313210046,LUIS PASTEUR,AVENIDA
151600107190392,306584,V1313210062,VITACURA,AVENIDA
151600107190392,306599,V1313210062,VITACURA,AVENIDA
151600107190658,307679,V1313210331,LAS FRESAS,CALLE
151600107190658,307682,V1313210331,LAS FRESAS,CALLE
151600107190658,307264,V1313210238,EL TAMARUGO,CALLE
151600107190877,307682,V1313210331,LAS FRESAS,CALLE
151600107190877,307264,V1313210238,EL TAMARUGO,CALLE
151600107190877,308029,V1313210392,MARIA CRUZ ANTUNEZ,CALLE
151600107190877,307675,V1313210331,LAS FRESAS,CALLE
151600107390001,308164,V1313210432,PADEREWSKI,CALLE
151600107390132,307682,V1313210331,LAS FRESAS,CALLE
151600107390132,308166,V1313210432,PADEREWSKI,CALLE
151600107390132,307675,V1313210331,LAS FRESAS,CALLE
151600107390335,308164,V1313210432,PADEREWSKI,CALLE
151600107900001,308166,V1313210432,PADEREWSKI,CALLE
151600107900002,308166,V1313210432,PADEREWSKI,CALLE
151600107900003,308166,V1313210432,PADEREWSKI,CALLE
151600107900005,308166,V1313210432,PADEREWSKI,CALLE
151600107900005,307684,V1313210331,LAS FRESAS,CALLE
151600107900005,307675,V1313210331,LAS FRESAS,CALLE
151600107900006,308166,V1313210432,PADEREWSKI,CALLE
151600107900006,307684,V1313210331,LAS FRESAS,CALLE
151600107900007,307684,V1313210331,LAS FRESAS,CALLE
151600107900008,307684,V1313210331,LAS FRESAS,CALLE
151600107900009,307684,V1313210331,LAS FRESAS,CALLE
151600107900010,308166,V1313210432,PADEREWSKI,CALLE
151600107900011,308166,V1313210432,PADEREWSKI,CALLE
151600107900012,308166,V1313210432,PADEREWSKI,CALLE
151600107900013,308164,V1313210432,PADEREWSKI,CALLE
151600107900014,308166,V1313210432,PADEREWSKI,CALLE
151600107900014,308164,V1313210432,PADEREWSKI,CALLE
151600107900015,308166,V1313210432,PADEREWSKI,CALLE
151600107900016,308166,V1313210432,PADEREWSKI,CALLE
151600108100005,308164,V1313210432,PADEREWSKI,CALLE
151600108100006,308164,V1313210432,PADEREWSKI,CALLE
151600108100007,307684,V1313210331,LAS FRESAS,CALLE
151600108100014,308164,V1313210432,PADEREWSKI,CALLE
151600108100016,308164,V1313210432,PADEREWSKI,CALLE
151600108100017,308164,V1313210432,PADEREWSKI,CALLE
151600108100018,308164,V1313210432,PADEREWSKI,CALLE
151600108100019,308164,V1313210432,PADEREWSKI,CALLE
151600108100021,307684,V1313210331,LAS FRESAS,CALLE
151600108300006,308164,V1313210432,PADEREWSKI,CALLE
151600108900005,306568,V1313210062,VITACURA,AVENIDA
151600108900005,306574,V1313210062,VITACURA,AVENIDA
151600108900005,306599,V1313210062,VITACURA,AVENIDA
151600108900005,306612,V1313210062,VITACURA,AVENIDA
151600108900005,307262,V1313210237,EL RETIRO,CALLE
151600108990001,305654,V1313210005,AMERICO VESPUCIO NORTE,AVENIDA
151600108990001,305672,V1313210005,AMERICO VESPUCIO NORTE,AVENIDA
151600108990001,306612,V1313210062,VITACURA,AVENIDA
151600108990022,305641,V1313210005,AMERICO VESPUCIO NORTE,AVENIDA
151600108990022,305654,V1313210005,AMERICO VESPUCIO NORTE,AVENIDA
151600108990142,305654,V1313210005,AMERICO VESPUCIO NORTE,AVENIDA
151600108990269,306742,V1313210104,ARQUITECTO EUSEBIO CELLI,CALLE
151600108990269,307175,V1313210214,DOCTORA MARIA FIGUEROA,CALLE
151600108990269,307296,V1313210244,ESPOZ,CALLE
151600108990269,307262,V1313210237,EL RETIRO,CALLE
151600108990269,307303,V1313210244,ESPOZ,CALLE
151600108990541,307175,V1313210214,DOCTORA MARIA FIGUEROA,CALLE
151600108990541,307296,V1313210244,ESPOZ,CALLE
151600108990750,305654,V1313210005,AMERICO VESPUCIO NORTE,AVENIDA
151600109100002,306584,V1313210062,VITACURA,AVENIDA
151600109100002,306599,V1313210062,VITACURA,AVENIDA
151600109100003,306599,V1313210062,VITACURA,AVENIDA
151600109100004,307262,V1313210237,EL RETIRO,CALLE
151600109100005,306599,V1313210062,VITACURA,AVENIDA
151600109100005,307262,V1313210237,EL RETIRO,CALLE
151600109100006,306599,V1313210062,VITACURA,AVENIDA
151600109100007,306599,V1313210062,VITACURA,AVENIDA
151600109100008,306584,V1313210062,VITACURA,AVENIDA
151600109100008,306599,V1313210062,VITACURA,AVENIDA
151600109100009,306584,V1313210062,VITACURA,AVENIDA
151600109100009,306599,V1313210062,VITACURA,AVENIDA
151600109100021,307262,V1313210237,EL RETIRO,CALLE
151600109100022,307262,V1313210237,EL RETIRO,CALLE
151600109100030,306158,V1313210046,LUIS PASTEUR,AVENIDA
151600109100030,306128,V1313210046,LUIS PASTEUR,AVENIDA
151600109100031,306158,V1313210046,LUIS PASTEUR,AVENIDA
151600109100031,306128,V1313210046,LUIS PASTEUR,AVENIDA
151600109100035,306758,V1313210111,ARQUITECTO TEODORO BENTJERODT,CALLE
151600109100035,307262,V1313210237,EL RETIRO,CALLE
151600109190038,307262,V1313210237,EL RETIRO,CALLE
151600109190061,306568,V1313210062,VITACURA,AVENIDA
151600109190061,306574,V1313210062,VITACURA,AVENIDA
151600109190061,306584,V1313210062,VITACURA,AVENIDA
151600109190061,306599,V1313210062,VITACURA,AVENIDA
151600109190083,306584,V1313210062,VITACURA,AVENIDA
151600109190083,306599,V1313210062,VITACURA,AVENIDA
151600109190304,306158,V1313210046,LUIS PASTEUR,AVENIDA
151600109190304,306128,V1313210046,LUIS PASTEUR,AVENIDA
151600109190304,306584,V1313210062,VITACURA,AVENIDA
151600109190304,306599,V1313210062,VITACURA,AVENIDA
151600109190779,307262,V1313210237,EL RETIRO,CALLE
151600109300001,306742,V1313210104,ARQUITECTO EUSEBIO CELLI,CALLE
151600109300001,307262,V1313210237,EL RETIRO,CALLE
151600109300002,306742,V1313210104,ARQUITECTO EUSEBIO CELLI,CALLE
151600109300002,307262,V1313210237,EL RETIRO,CALLE
151600109300003,306742,V1313210104,ARQUITECTO EUSEBIO CELLI,CALLE
151600109300003,307262,V1313210237,EL RETIRO,CALLE
151600109300004,306742,V1313210104,ARQUITECTO EUSEBIO CELLI,CALLE
151600109300004,307262,V1313210237,EL RETIRO,CALLE
151600109300006,306742,V1313210104,ARQUITECTO EUSEBIO CELLI,CALLE
151600109300006,307262,V1313210237,EL RETIRO,CALLE
151600109300007,306742,V1313210104,ARQUITECTO EUSEBIO CELLI,CALLE
151600109300007,307262,V1313210237,EL RETIRO,CALLE
151600109300008,306742,V1313210104,ARQUITECTO EUSEBIO CELLI,CALLE
151600109300008,307262,V1313210237,EL RETIRO,CALLE
151600109300010,306742,V1313210104,ARQUITECTO EUSEBIO CELLI,CALLE
151600109300010,307262,V1313210237,EL RETIRO,CALLE
151600109300011,306742,V1313210104,ARQUITECTO EUSEBIO CELLI,CALLE
151600109300011,306758,V1313210111,ARQUITECTO TEODORO BENTJERODT,CALLE
151600109300011,307262,V1313210237,EL RETIRO,CALLE
151600109300012,306742,V1313210104,ARQUITECTO EUSEBIO CELLI,CALLE
151600109300012,306758,V1313210111,ARQUITECTO TEODORO BENTJERODT,CALLE
151600109300012,307262,V1313210237,EL RETIRO,CALLE
151600109300013,307262,V1313210237,EL RETIRO,CALLE
151600109300014,307262,V1313210237,EL RETIRO,CALLE
151600109300015,307262,V1313210237,EL RETIRO,CALLE
151600109300016,307262,V1313210237,EL RETIRO,CALLE
151600109300017,307262,V1313210237,EL RETIRO,CALLE
151600109300018,307262,V1313210237,EL RETIRO,CALLE
151600109300019,307262,V1313210237,EL RETIRO,CALLE
151600109300021,307262,V1313210237,EL RETIRO,CALLE
151600109300023,307262,V1313210237,EL RETIRO,CALLE
151600109300024,307262,V1313210237,EL RETIRO,CALLE
151600109300025,306758,V1313210111,ARQUITECTO TEODORO BENTJERODT,CALLE
151600109300025,307262,V1313210237,EL RETIRO,CALLE
151600109390022,307262,V1313210237,EL RETIRO,CALLE
151600109500001,306742,V1313210104,ARQUITECTO EUSEBIO CELLI,CALLE
151600109500001,307303,V1313210244,ESPOZ,CALLE
151600109500002,306742,V1313210104,ARQUITECTO EUSEBIO CELLI,CALLE
151600109500002,307303,V1313210244,ESPOZ,CALLE
151600109500004,306742,V1313210104,ARQUITECTO EUSEBIO CELLI,CALLE
151600109500004,307303,V1313210244,ESPOZ,CALLE
151600109500005,306742,V1313210104,ARQUITECTO EUSEBIO CELLI,CALLE
151600109500005,307303,V1313210244,ESPOZ,CALLE
151600109500006,306742,V1313210104,ARQUITECTO EUSEBIO CELLI,CALLE
151600109500006,307303,V1313210244,ESPOZ,CALLE
151600109500007,306742,V1313210104,ARQUITECTO EUSEBIO CELLI,CALLE
151600109500007,307303,V1313210244,ESPOZ,CALLE
151600109500009,306742,V1313210104,ARQUITECTO EUSEBIO CELLI,CALLE
151600109500009,307303,V1313210244,ESPOZ,CALLE
151600109500010,306742,V1313210104,ARQUITECTO EUSEBIO CELLI,CALLE
151600109500011,306742,V1313210104,ARQUITECTO EUSEBIO CELLI,CALLE
151600109500012,306742,V1313210104,ARQUITECTO EUSEBIO CELLI,CALLE
151600109500013,306742,V1313210104,ARQUITECTO EUSEBIO CELLI,CALLE
151600109500014,306742,V1313210104,ARQUITECTO EUSEBIO CELLI,CALLE
151600109500016,306742,V1313210104,ARQUITECTO EUSEBIO CELLI,CALLE
151600109500018,306742,V1313210104,ARQUITECTO EUSEBIO CELLI,CALLE
151600109500020,306742,V1313210104,ARQUITECTO EUSEBIO CELLI,CALLE
151600109500020,306758,V1313210111,ARQUITECTO TEODORO BENTJERODT,CALLE
151600109500022,306742,V1313210104,ARQUITECTO EUSEBIO CELLI,CALLE
151600109590019,306742,V1313210104,ARQUITECTO EUSEBIO CELLI,CALLE
151600109790001,307262,V1313210237,EL RETIRO,CALLE
151600115100001,306085,V1313210045,LUIS CARRERA,AVENIDA
151600115100001,307424,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115100002,307424,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115100003,306085,V1313210045,LUIS CARRERA,AVENIDA
151600115100003,307424,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115100004,306085,V1313210045,LUIS CARRERA,AVENIDA
151600115100004,307424,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115100005,306085,V1313210045,LUIS CARRERA,AVENIDA
151600115100005,307424,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115100006,306085,V1313210045,LUIS CARRERA,AVENIDA
151600115100006,307424,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115100007,306085,V1313210045,LUIS CARRERA,AVENIDA
151600115100007,307424,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115100008,307424,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115100009,307424,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115100010,307424,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115100011,307424,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115100012,307424,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115100012,307332,V1313210250,FEDERICO MISTRAL,CALLE
151600115100012,307425,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115100013,306085,V1313210045,LUIS CARRERA,AVENIDA
151600115100013,307424,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115100013,306102,V1313210045,LUIS CARRERA,AVENIDA
151600115100014,306085,V1313210045,LUIS CARRERA,AVENIDA
151600115100014,307424,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115100014,306102,V1313210045,LUIS CARRERA,AVENIDA
151600115100015,306085,V1313210045,LUIS CARRERA,AVENIDA
151600115100015,307424,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115100016,306085,V1313210045,LUIS CARRERA,AVENIDA
151600115100016,307424,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115100017,306085,V1313210045,LUIS CARRERA,AVENIDA
151600115100017,307424,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115100018,306085,V1313210045,LUIS CARRERA,AVENIDA
151600115100018,307424,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115100019,306085,V1313210045,LUIS CARRERA,AVENIDA
151600115100019,307424,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115100020,306085,V1313210045,LUIS CARRERA,AVENIDA
151600115100020,307424,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115100021,306085,V1313210045,LUIS CARRERA,AVENIDA
151600115100021,307424,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115100022,307424,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115100023,307412,V1313210272,GUADALAJARA,CALLE
151600115100023,307424,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115100024,307412,V1313210272,GUADALAJARA,CALLE
151600115100024,307424,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115100024,307332,V1313210250,FEDERICO MISTRAL,CALLE
151600115100025,307412,V1313210272,GUADALAJARA,CALLE
151600115100025,307424,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115100025,307332,V1313210250,FEDERICO MISTRAL,CALLE
151600115100026,307412,V1313210272,GUADALAJARA,CALLE
151600115100026,307424,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115100026,307332,V1313210250,FEDERICO MISTRAL,CALLE
151600115100026,307425,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115100027,307424,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115100027,307332,V1313210250,FEDERICO MISTRAL,CALLE
151600115100027,307425,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115100028,307424,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115100028,307332,V1313210250,FEDERICO MISTRAL,CALLE
151600115100028,307425,V1313210278,HERNAN PRIETO VIAL,CALLE
151600115500001,306085,V1313210045,LUIS CARRERA,AVENIDA
151600115500001,307412,V1313210272,GUADALAJARA,CALLE
151600115500002,307412,V1313210272,GUADALAJARA,CALLE
151600115500002,307332,V1313210250,FEDERICO MISTRAL,CALLE
151600115500003,307412,V1313210272,GUADALAJARA,CALLE
151600115500004,307412,V1313210272,GUADALAJARA,CALLE
151600115500005,307412,V1313210272,GUADALAJARA,CALLE
151600115500006,307412,V1313210272,GUADALAJARA,CALLE
151600115500007,307412,V1313210272,GUADALAJARA,CALLE
151600115500008,307412,V1313210272,GUADALAJARA,CALLE
151600115500009,306085,V1313210045,LUIS CARRERA,AVENIDA
151600115500014,308085,V1313210414,MORELOS,CALLE
151600115500015,308085,V1313210414,MORELOS,CALLE
151600115500016,307412,V1313210272,GUADALAJARA,CALLE
151600115500016,308085,V1313210414,MORELOS,CALLE
151600115500017,307412,V1313210272,GUADALAJARA,CALLE
151600115500017,308085,V1313210414,MORELOS,CALLE
151600115500018,307412,V1313210272,GUADALAJARA,CALLE
151600115700001,307412,V1313210272,GUADALAJARA,CALLE
151600115700001,307332,V1313210250,FEDERICO MISTRAL,CALLE
151600115700002,307412,V1313210272,GUADALAJARA,CALLE
151600115700002,307332,V1313210250,FEDERICO MISTRAL,CALLE
151600115700004,306120,V1313210046,LUIS PASTEUR,AVENIDA
151600115700004,306133,V1313210046,LUIS PASTEUR,AVENIDA
151600115700004,306127,V1313210046,LUIS PASTEUR,AVENIDA
151600115700004,307332,V1313210250,FEDERICO MISTRAL,CALLE
151600115700004,306156,V1313210046,LUIS PASTEUR,AVENIDA
151600115700006,306120,V1313210046,LUIS PASTEUR,AVENIDA
151600115700006,306156,V1313210046,LUIS PASTEUR,AVENIDA
151600115700007,306120,V1313210046,LUIS PASTEUR,AVENIDA
151600115700007,306156,V1313210046,LUIS PASTEUR,AVENIDA
151600115700009,306120,V1313210046,LUIS PASTEUR,AVENIDA
151600115700009,306156,V1313210046,LUIS PASTEUR,AVENIDA
151600115700010,306120,V1313210046,LUIS PASTEUR,AVENIDA
151600115700010,306156,V1313210046,LUIS PASTEUR,AVENIDA
151600115700011,307412,V1313210272,GUADALAJARA,CALLE
151600115700011,307332,V1313210250,FEDERICO MISTRAL,CALLE
151600115700012,307412,V1313210272,GUADALAJARA,CALLE
151600115700013,307412,V1313210272,GUADALAJARA,CALLE
151600115700014,307412,V1313210272,GUADALAJARA,CALLE
151600115700015,307412,V1313210272,GUADALAJARA,CALLE
151600115700016,307412,V1313210272,GUADALAJARA,CALLE
151600115700017,307176,V1313210215,DOLORES,CALLE
151600115700017,307412,V1313210272,GUADALAJARA,CALLE
151600115700018,307176,V1313210215,DOLORES,CALLE
151600115700018,307412,V1313210272,GUADALAJARA,CALLE
151600115700019,307176,V1313210215,DOLORES,CALLE
151600115700020,306120,V1313210046,LUIS PASTEUR,AVENIDA
151600115700020,306156,V1313210046,LUIS PASTEUR,AVENIDA
151600115790021,307412,V1313210272,GUADALAJARA,CALLE
151600116700003,306567,V1313210062,VITACURA,AVENIDA
151600116700003,306660,V1313210071,ALIANZA,CALLE
151600116700003,308210,V1313210446,PEDRO CANISIO,CALLE
151600116700003,306536,V1313210062,VITACURA,AVENIDA
151600116700003,306578,V1313210062,VITACURA,AVENIDA
151600116700003,306624,V1313210062,VITACURA,AVENIDA
151600116700004,306631,V1313210062,VITACURA,AVENIDA
151600116700004,306558,V1313210062,VITACURA,AVENIDA
151600116700004,306624,V1313210062,VITACURA,AVENIDA
151600116700005,308210,V1313210446,PEDRO CANISIO,CALLE
151600116700005,306624,V1313210062,VITACURA,AVENIDA
151600116900001,306660,V1313210071,ALIANZA,CALLE
151600116900002,306660,V1313210071,ALIANZA,CALLE
151600116900003,306660,V1313210071,ALIANZA,CALLE
151600116900004,306660,V1313210071,ALIANZA,CALLE
151600116900005,307373,V1313210260,FUENZALIDA COMAS,CALLE
151600116900006,307373,V1313210260,FUENZALIDA COMAS,CALLE
151600116900007,307373,V1313210260,FUENZALIDA COMAS,CALLE
151600116900008,308353,V1313210485,SAMOA,CALLE
151600116900008,307373,V1313210260,FUENZALIDA COMAS,CALLE
151600116900009,308353,V1313210485,SAMOA,CALLE
151600116900010,307942,V1313210367,LOS GOMEROS,CALLE
151600116900010,308353,V1313210485,SAMOA,CALLE
151600116900010,306127,V1313210046,LUIS PASTEUR,AVENIDA
151600116900011,307942,V1313210367,LOS GOMEROS,CALLE
151600116900011,306127,V1313210046,LUIS PASTEUR,AVENIDA
151600116900011,307425,V1313210278,HERNAN PRIETO VIAL,CALLE
151600116900012,307424,V1313210278,HERNAN PRIETO VIAL,CALLE
151600116900012,307942,V1313210367,LOS GOMEROS,CALLE
151600116900012,306133,V1313210046,LUIS PASTEUR,AVENIDA
151600116900012,306127,V1313210046,LUIS PASTEUR,AVENIDA
151600116900012,307332,V1313210250,FEDERICO MISTRAL,CALLE
151600116900012,307425,V1313210278,HERNAN PRIETO VIAL,CALLE
151600116900013,308353,V1313210485,SAMOA,CALLE
151600116900013,307373,V1313210260,FUENZALIDA COMAS,CALLE
151600116900014,308353,V1313210485,SAMOA,CALLE
151600116900014,307373,V1313210260,FUENZALIDA COMAS,CALLE
