codigo_predial|manzent|bypassability|strategic_power
151600050700007|13132011003022|0.864841574970171|590.0
151600050700051|13132011003022|0.8310439560439561|26.0
151600050700050|13132011003022|0.765625|80.0
151600052300025|13132011003023|0.8975346687211094|199.5
151600052300026|13132011003023|0.7945550048087593|191.5
151600052300014|13132011003023|0.8539682539682539|-458.0
151600052300004|13132011003023|0.9433131535498074|203.5
151600052300013|13132011003023|0.6905829596412556|-458.0
151600052300011|13132011003023|0.711864406779661|-224.0
151600052300012|13132011003023|1.0|-462.0
151600052300023|13132011003023|1.0|-143.0
151600052300024|13132011003023|0.0|551.5
151600052300003|13132011003023|1.0|-5.0
151600052300005|13132011003023|0.9433131535498074|203.5
151600052300006|13132011003023|0.7186661556151782|2.5
151600052300028|13132011003023|0.9459626370233133|-384.0
151600052300027|13132011003023|0.92125579001544|186.5
151600052300029|13132011003023|0.8378230548338576|47.5
151600052300030|13132011003023|1.0|-362.0
151600052300008|13132011003023|0.0|2.5
151600052100021|13132011003024|0.7776758409785933|362.5
151600052100022|13132011003024|0.7001651982378855|-140.0
151600052100005|13132011003024|0.9196134416867999|-135.5
151600052100006|13132011003024|0.8955051307992484|-146.0
151600052100007|13132011003024|0.8233887043189368|324.5
151600052100023|13132011003024|0.8571990558615263|-140.0
151600052100009|13132011003024|0.8878570176975644|275.5
151600047700002|13132011003025|0.6452750352609309|-39.5
151600047700003|13132011003025|0.6895252449133383|-130.5
151600047700024|13132011003025|0.7456424302788844|194.5
151600047700025|13132011003025|0.7538074260541221|134.5
151600047700021|13132011003025|0.6940184049079755|-143.5
151600047700022|13132011003025|0.6413890857547838|-36.5
151600047700023|13132011003025|0.8169717138103162|29.5
151600047700026|13132011003025|0.8369921776431996|125.5
151600047700020|13132011003025|0.6443569553805775|-132.5
151600047700004|13132011003025|0.0|-42.5
151600047700009|13132011003025|0.8608617594254937|99.5
151600047700007|13132011003025|0.68045698459408|92.5
151600047700019|13132011003025|0.8201680672268907|7.0
151600047500009|13132011003026|1.0|-71.0
151600047500011|13132011003026|0.8732010890704006|169.0
151600047500013|13132011003026|0.8178506375227687|677.0
151600047500041|13132011003026|0.0|-280.0
151600047500012|13132011003026|0.9466582331857474|-159.0
151600047500015|13132011003026|0.0|280.0
151600047500008|13132011003026|0.732977303070761|677.0
151600047500016|13132011003026|0.0|-98.0
151600047500017|13132011003026|0.0|-98.0
151600051900027|13132011003028|0.6971830985915493|-179.5
151600051900028|13132011003028|0.935064935064935|-345.5
151600051900035|13132011003028|0.0|-318.5
151600051900015|13132011003028|0.8764415156507414|282.5
151600051900016|13132011003028|0.7811816192560175|966.5
151600051900017|13132011003028|0.9553969669937555|966.5
151600051900026|13132011003028|0.7130333138515488|-103.0
151600051900033|13132011003028|1.0|-276.5
151600051900018|13132011003028|1.0|366.5
151600051900006|13132011003028|0.0|410.5
151600051900029|13132011003028|1.0|-455.5
151600051900032|13132011003028|1.0|-471.5
151600051900014|13132011003028|0.9339498018494056|282.5
151600050100005|13132011003029|0.6666666666666666|-1597.0
151600050100006|13132011003029|0.2890299978103788|1293.5
151600050100007|13132011003029|1.0|303.5
151600050300022|13132011003030|0.6666666666666666|22.5
151600050300026|13132011003030|0.8958875585632483|-33.0
151600050300027|13132011003030|0.8486193293885601|-55.0
