id_combi,id_segmento_calle,codigo_calle,nombre_calle,tipo_calle,id_edge,num_edges,edge,geom_wkt
13132011001009_24,306792,V1313210120,AURELIO GONZALEZ,CALLE,3,6,"[-70.59884686479137, -33.400097019490524]","POLYGON((-70.59884686479137 -33.400097019490524, -70.59881199607418 -33.39985966036606, -70.59913209495221 -33.39982657736547, -70.59916696451934 -33.40006393637563, -70.59884686479137 -33.400097019490524))"
13132011001009_24,306792,V1313210120,AURELIO GONZALEZ,CALLE,4,6,"[-70.59886474618479, -33.40022017727133]","POLYGON((-70.59886474618479 -33.40022017727133, -70.59884686479137 -33.400097019490524, -70.59916702001844 -33.40006431637491, -70.59918490185315 -33.40018747409693, -70.59886474618479 -33.40022017727133))"
13132011001009_40,306242,V1313210049,NUEVA COSTANERA,AVENIDA,2,9,"[-70.5981870413737, -33.40012463670505]","POLYGON((-70.5981870413737 -33.40012463670505, -70.5982532025294 -33.40057919986642, -70.59793305675147 -33.400611981673315, -70.59786689722434 -33.4001574182946, -70.5981870413737 -33.40012463670505))"
13132011001009_40,306242,V1313210049,NUEVA COSTANERA,AVENIDA,3,9,"[-70.59816111335323, -33.399938780146265]","POLYGON((-70.59816111335323 -33.399938780146265, -70.5981870413737 -33.40012463670505, -70.59786670594528 -33.40015607619627, -70.59784077859213 -33.399970219551406, -70.59816111335323 -33.399938780146265))"
13132011001009_40,306792,V1313210120,AURELIO GONZALEZ,CALLE,5,9,"[-70.59884686479137, -33.400097019490524]","POLYGON((-70.59884686479137 -33.400097019490524, -70.59881199607418 -33.39985966036606, -70.59913209495221 -33.39982657736547, -70.59916696451934 -33.40006393637563, -70.59884686479137 -33.400097019490524))"
13132011001009_40,306792,V1313210120,AURELIO GONZALEZ,CALLE,6,9,"[-70.59889603862332, -33.400435143161324]","POLYGON((-70.59889603862332 -33.400435143161324, -70.59884686479137 -33.400097019490524, -70.5991670122735 -33.400064263076985, -70.59921618731688 -33.400402386586194, -70.59889603862332 -33.400435143161324))"
13132011001009_40,306792,V1313210120,AURELIO GONZALEZ,CALLE,7,9,"[-70.59891481408641, -33.40056576453614]","POLYGON((-70.59891481408641 -33.40056576453614, -70.59889603862332 -33.400435143161324, -70.59921624165109 -33.40040276236917, -70.59923501758246 -33.4005333836821, -70.59891481408641 -33.40056576453614))"
13132011001009_40,305623,V1313210003,ALONSO DE CORDOVA,AVENIDA,8,9,"[-70.59858043202922, -33.40059935285793]","POLYGON((-70.59858043202922 -33.40059935285793, -70.59891481408641 -33.40056576453614, -70.59895316544527 -33.400834365318225, -70.5986187823822 -33.4008679537722, -70.59858043202922 -33.40059935285793))"
13132011001009_67,306792,V1313210120,AURELIO GONZALEZ,CALLE,1,6,"[-70.59894074210688, -33.39984323927059]","POLYGON((-70.59894074210688 -33.39984323927059, -70.59897292861507 -33.400061191739695, -70.59865285404 -33.400094445705456, -70.59862066831204 -33.399876493130975, -70.59894074210688 -33.39984323927059))"
13132011001009_67,305615,V1313210003,ALONSO DE CORDOVA,AVENIDA,5,6,"[-70.5990507126765, -33.40059039597339]","POLYGON((-70.5990507126765 -33.40059039597339, -70.59938598880335 -33.40050679833981, -70.5994778911486 -33.40076610342516, -70.59914261413441 -33.40084970133086, -70.5990507126765 -33.40059039597339))"
13132011001009_67,306792,V1313210120,AURELIO GONZALEZ,CALLE,6,6,"[-70.59897292861507, -33.400061191739695]","POLYGON((-70.59897292861507 -33.400061191739695, -70.5990507126765 -33.40059039597339, -70.5987306134915 -33.40062349601236, -70.59865283132504 -33.40009429152373, -70.59897292861507 -33.400061191739695))"
13132011001012_118,305730,V1313210011,AVENIDA DEL BICENTENARIO,AVENIDA,2,4,"[-70.60074765691326, -33.40585464565436]","POLYGON((-70.60074765691326 -33.40585464565436, -70.60069937715099 -33.405488927573195, -70.60101995839176 -33.40545915677131, -70.60106823947096 -33.40582487468982, -70.60074765691326 -33.40585464565436))"
